"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"3593",49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23927",30,"admin.","divorced","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"7344",33,"blue-collar","single","basic.9y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9711",54,"housemaid","married","professional.course","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"11857",36,"admin.","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"33338",32,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"1912",48,"blue-collar","married","professional.course","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7549",34,"admin.","married","university.degree","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"21557",44,"unknown","married","unknown","unknown","unknown","unknown","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"1352",54,"entrepreneur","married","basic.4y","unknown","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"663",43,"services","married","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7269",32,"services","married","high.school","unknown","yes","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12688",46,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10537",35,"entrepreneur","married","basic.6y","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"6888",29,"admin.","married","basic.6y","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7567",46,"admin.","married","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"8599",38,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"15184",32,"management","divorced","university.degree","unknown","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"33235",55,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"10245",48,"services","married","high.school","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"28570",60,"housemaid","married","basic.4y","no","no","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"12672",35,"management","divorced","university.degree","no","no","no","cellular","jul","mon",20,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"37267",54,"unemployed","married","university.degree","no","no","no","telephone","aug","mon",3,999,0,"nonexistent",-2.9,92.201,-31.4,"no"
"23656",48,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32403",35,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"4513",28,"blue-collar","single","basic.4y","no","no","no","telephone","may","tue",7,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20923",51,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"29518",36,"services","single","high.school","no","yes","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"9620",51,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"18733",38,"admin.","married","basic.6y","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"21997",30,"technician","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18198",44,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"22901",53,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"763",37,"services","married","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14278",28,"technician","single","high.school","no","no","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"14234",35,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"2477",40,"blue-collar","divorced","basic.9y","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"10739",33,"admin.","single","high.school","unknown","no","yes","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"29048",41,"blue-collar","married","professional.course","unknown","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"30712",36,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"7546",33,"services","single","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"35205",26,"technician","single","professional.course","no","yes","no","cellular","may","fri",7,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"3769",33,"admin.","divorced","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34135",40,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"19280",33,"technician","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"4906",49,"housemaid","divorced","basic.6y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12565",30,"technician","single","high.school","no","yes","no","telephone","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"7884",39,"self-employed","married","basic.4y","unknown","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"31745",33,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"17417",47,"blue-collar","married","professional.course","no","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12499",48,"blue-collar","divorced","basic.4y","unknown","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"5341",45,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"33239",31,"blue-collar","married","high.school","no","yes","yes","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"1990",49,"blue-collar","married","professional.course","unknown","no","no","telephone","may","mon",6,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23088",39,"technician","married","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"29861",31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"21793",33,"technician","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"19794",39,"management","married","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"15340",42,"admin.","single","university.degree","unknown","yes","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"27517",46,"technician","married","professional.course","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"33836",30,"admin.","single","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"4221",56,"management","married","unknown","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12044",33,"services","married","high.school","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"13651",30,"services","single","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"9410",33,"admin.","single","university.degree","no","yes","no","telephone","jun","fri",10,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"4451",30,"admin.","single","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"21920",32,"technician","single","university.degree","no","yes","no","cellular","aug","wed",13,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"40625",76,"retired","married","basic.4y","no","yes","no","cellular","sep","mon",1,999,2,"failure",-1.1,94.199,-37.5,"no"
"21797",32,"housemaid","married","university.degree","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"22206",51,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"38141",43,"services","married","basic.6y","no","no","no","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,"no"
"7672",54,"technician","married","professional.course","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"8994",56,"admin.","divorced","unknown","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"5918",55,"housemaid","divorced","unknown","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"29984",41,"technician","married","university.degree","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"3520",29,"unemployed","single","university.degree","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17093",43,"admin.","single","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"2783",51,"unemployed","married","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"35968",35,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"7166",51,"services","married","basic.6y","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"26891",43,"technician","married","professional.course","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,"no"
"36929",38,"technician","single","university.degree","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"28050",50,"self-employed","single","basic.9y","no","no","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"9482",48,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"23019",47,"self-employed","married","university.degree","no","unknown","unknown","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"4899",47,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"6648",27,"blue-collar","single","basic.4y","unknown","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"2934",36,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"10047",43,"technician","single","professional.course","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"16468",44,"technician","married","professional.course","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"26769",40,"blue-collar","single","basic.9y","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"12884",44,"blue-collar","single","university.degree","unknown","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"5550",56,"technician","married","professional.course","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"22528",54,"blue-collar","married","unknown","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"34076",49,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"14474",25,"technician","single","professional.course","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"3611",29,"housemaid","single","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"30883",37,"services","single","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"4350",36,"admin.","divorced","high.school","no","no","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"28981",34,"technician","divorced","professional.course","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"41096",31,"admin.","single","university.degree","no","yes","no","telephone","nov","wed",2,999,0,"nonexistent",-1.1,94.767,-50.8,"no"
"32680",51,"entrepreneur","divorced","university.degree","no","yes","no","telephone","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"20135",33,"technician","married","professional.course","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"22394",31,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32996",30,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"33160",27,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"2162",44,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17585",50,"self-employed","divorced","university.degree","unknown","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12710",53,"services","married","high.school","no","no","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"31536",34,"technician","married","university.degree","no","yes","no","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"19845",46,"admin.","married","professional.course","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"16349",53,"admin.","single","unknown","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"2064",33,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9169",41,"blue-collar","married","high.school","unknown","no","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"14841",37,"services","divorced","basic.9y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"4093",47,"blue-collar","married","professional.course","unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15747",44,"housemaid","married","basic.4y","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"8848",31,"blue-collar","married","basic.9y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"32513",30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8391",27,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"28252",55,"technician","married","high.school","no","yes","yes","cellular","apr","tue",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"26979",51,"self-employed","married","university.degree","no","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,"no"
"3493",34,"services","married","high.school","no","no","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17940",35,"services","married","high.school","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"4681",43,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9775",59,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","mon",6,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"8390",50,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"40962",54,"self-employed","married","university.degree","no","no","no","cellular","oct","thu",3,999,1,"failure",-1.1,94.601,-49.5,"no"
"631",34,"technician","married","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"35781",33,"admin.","married","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"4453",31,"technician","divorced","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15148",45,"services","married","basic.9y","unknown","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29928",33,"blue-collar","single","basic.4y","no","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"3895",53,"technician","married","high.school","no","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12668",43,"admin.","divorced","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12365",58,"retired","married","professional.course","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29344",33,"services","single","high.school","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"20131",54,"retired","married","basic.4y","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"29851",37,"blue-collar","married","professional.course","no","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"30431",88,"retired","divorced","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8268",29,"services","single","university.degree","unknown","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"17440",43,"services","married","basic.6y","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"11945",40,"management","divorced","university.degree","unknown","unknown","unknown","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"20412",40,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"37700",35,"admin.","married","university.degree","no","no","yes","cellular","aug","wed",5,999,0,"nonexistent",-2.9,92.201,-31.4,"no"
"5500",28,"self-employed","married","professional.course","no","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"13503",34,"technician","single","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29842",46,"services","married","high.school","unknown","no","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"22008",32,"admin.","married","university.degree","no","no","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"20225",31,"technician","single","professional.course","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"33368",45,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"29138",34,"management","married","university.degree","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"16845",48,"management","married","university.degree","no","yes","yes","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35948",32,"admin.","divorced","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"20955",49,"admin.","single","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"21424",54,"technician","married","professional.course","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"3945",58,"retired","divorced","university.degree","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14451",37,"housemaid","married","basic.4y","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"38008",71,"retired","married","basic.4y","no","no","no","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,"no"
"8171",41,"unemployed","married","university.degree","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"8119",36,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"10441",32,"technician","married","professional.course","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"4384",57,"blue-collar","married","unknown","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"6632",25,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"40603",59,"services","married","professional.course","no","yes","no","cellular","sep","fri",3,2,4,"success",-1.1,94.199,-37.5,"no"
"24194",55,"blue-collar","married","basic.9y","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"37066",32,"admin.","single","professional.course","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",-2.9,92.469,-33.6,"no"
"2600",60,"retired","married","high.school","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"1382",38,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"1476",38,"self-employed","single","university.degree","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15546",24,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"9322",42,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"3991",37,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"32854",39,"services","married","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"5571",44,"admin.","married","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20569",32,"technician","single","high.school","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"19095",41,"housemaid","married","basic.6y","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"11494",49,"admin.","divorced","high.school","no","yes","no","telephone","jun","fri",20,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"25619",38,"unemployed","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"28233",35,"unemployed","divorced","university.degree","no","yes","yes","cellular","apr","tue",1,999,1,"failure",-1.8,93.075,-47.1,"no"
"36583",62,"unknown","married","professional.course","no","no","no","cellular","jun","thu",3,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"13448",32,"technician","single","university.degree","no","yes","yes","telephone","jul","wed",43,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12830",52,"admin.","divorced","university.degree","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"16959",48,"unemployed","married","basic.6y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"25086",38,"admin.","single","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"19796",44,"admin.","divorced","university.degree","no","no","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"104",52,"admin.","divorced","university.degree","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"32880",57,"technician","married","high.school","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"20874",32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"34427",54,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"36444",30,"technician","single","professional.course","no","yes","no","cellular","jun","tue",3,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"34352",40,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","may","thu",6,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"26026",36,"blue-collar","married","basic.6y","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"31904",35,"management","married","university.degree","no","no","no","cellular","may","thu",3,999,1,"failure",-1.8,92.893,-46.2,"no"
"17299",48,"admin.","single","high.school","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"23563",36,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"16380",30,"management","married","university.degree","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"37524",29,"management","married","university.degree","no","yes","no","cellular","aug","thu",1,4,2,"success",-2.9,92.201,-31.4,"no"
"10334",51,"management","married","basic.4y","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"38065",30,"self-employed","married","university.degree","no","yes","no","telephone","sep","mon",2,999,0,"nonexistent",-3.4,92.379,-29.8,"no"
"25601",35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,"no"
"34654",31,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"25119",51,"services","divorced","high.school","no","no","no","telephone","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"15377",27,"services","single","high.school","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35570",44,"unemployed","married","basic.9y","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"5486",49,"technician","married","basic.9y","no","yes","no","telephone","may","mon",6,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"621",46,"admin.","divorced","university.degree","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"21594",32,"management","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18998",50,"admin.","married","basic.9y","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"10693",35,"technician","married","professional.course","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"10212",35,"admin.","single","high.school","no","no","no","telephone","jun","mon",5,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"22779",44,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","mon",10,999,0,"nonexistent",1.4,93.444,-36.1,"no"
